"","sourcedb","labnr","c14age","c14std","sigma","c13val","site","feature","period","culture","material","country","lat","lon","shortref","TO","FROM"
"421","aDRAC","Beta-279279",2390,50,2,0,"Kribi-Mpolongwe","8",NA,"Bissiang/Malongo; Bwambé/Mpoengu",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014",-385,-682
"422","aDRAC","Beta-279280",810,40,2,0,"Kribi-Mpolongwe",NA,NA,NA,NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014: 257 Tab. 44, 283",1275,1275
"423","aDRAC","Beta-279281",2250,50,2,0,"Kribi-Mpolongwe","15",NA,"Bissiang/Malongo",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014",-202,-202
"424","aDRAC","Beta-279282",2280,40,2,0,"Kribi-Mpolongwe","22",NA,"Bissiang/Malongo",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014",-208,-349
"425","aDRAC","Beta-279283",2410,50,2,0,"Kribi-Mpolongwe","23",NA,"Bissiang/Malongo; Bwambé/Mpoengu",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014: 257 Tab. 44",-396,-681
"426","aDRAC","Beta-279284",2610,50,2,0,"Kribi-Mpolongwe","31",NA,"Bissiang/Malongo",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014",-552,-745
"427","aDRAC","Beta-279285",1850,40,2,0,"Kribi-Mpolongwe",NA,NA,NA,NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014: 257 Tab. 44, 283",248,248
"428","aDRAC","Beta-279286",2450,40,2,0,"Kribi-Mpolongwe","36",NA,"Bissiang/Malongo",NA,"CMR",2.930278,9.912222,"Nlend Nlend 2013/2014: 257 Tab. 44, 283",-410,-678
"429","aDRAC","Beta-282417",1240,40,2,0,"Bodingue",NA,NA,NA,NA,"CAF",3.628716,16.836355,"Kiahtipes/Lupo et al. 2011",880,880
"430","aDRAC","Beta-282418",480,40,2,0,"Bodingue",NA,NA,NA,NA,"CAF",3.628716,16.836355,"Kiahtipes/Lupo et al. 2011",1474,1341
"431","aDRAC","Beta-282419",270,40,2,0,"Bodingue",NA,NA,NA,NA,"CAF",3.628716,16.836355,"Kiahtipes/Lupo et al. 2011",1950,1603
"432","aDRAC","Beta-282420",1690,40,2,0,"Poutem","Pos C",NA,NA,NA,"CAF",4.002085,17.308372,"Kiahtipes/Lupo et al. 2011; Lupo et al. 2018: 7 Tab. 1",420,420
"433","aDRAC","Beta-282421",1140,40,2,0,"Boua","Pos B",NA,NA,NA,"CAF",4.079858,17.042457,"Kiahtipes/Lupo et al. 2011; Lupo et al. 2018: 7 Tab. 1",983,794
"434","aDRAC","Beta-287971",220,40,2,0,"Poutem","P01-03.1",NA,NA,NA,"CAF",4.0426,17.3299,"Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1",1950,1557
"435","aDRAC","Beta-287972",1230,40,2,0,"Boua","Pos B",NA,NA,NA,"CAF",4.079858,17.042457,"Kiahtipes/Lupo et al. 2011; Lupo et al. 2018: 7 Tab. 1",886,886
"436","aDRAC","Beta-292440",1340,30,2,0,"Lac Ndembo","20N/17E",NA,"Spaced Curvilinear",NA,"COG",-4.354739,11.653141,"Denbow 2012: 387 Tab. 1",764,713
"437","aDRAC","Beta-292441",1250,30,2,0,"Lac Ndembo","20N/19E",NA,"Spaced Curvilinear",NA,"COG",-4.354739,11.653141,"Denbow 2012: 387 Tab. 1",867,778
"438","aDRAC","Beta-292442",1610,40,2,0,"Lac Ndembo","20N/40W",NA,"Carinated Broadly Grooved",NA,"COG",-4.354739,11.653141,"Denbow 2012: 387 Tab. 1",545,366
"439","aDRAC","Beta-295430",7060,40,2,0,"KS9",NA,NA,NA,NA,"COD",-4.7625,13.0069,"Hubau et al. 2013; Garcin et al. 2018",-5849,-5875
"440","aDRAC","Beta-295431",7180,40,2,0,"KS9",NA,NA,NA,NA,"COD",-4.7625,13.0069,"Hubau et al. 2013; Garcin et al. 2018",-5985,-6193
"441","aDRAC","Beta-296113",1670,40,2,NA,"Corisco",NA,NA,NA,NA,"GNQ",0.916667,9.316667,"Gonzalez Ruibal 2011",529,303
"442","aDRAC","Beta-296114",1560,40,2,NA,"Corisco",NA,NA,NA,NA,"GNQ",0.916667,9.316667,"Gonzalez Ruibal 2011",581,581
"443","aDRAC","Beta-296115",950,30,2,NA,"Corisco",NA,NA,NA,NA,"GNQ",0.916667,9.316667,"Gonzalez Ruibal 2011",1154,1154
"444","aDRAC","Beta-296116",1760,40,2,NA,"Corisco",NA,NA,NA,NA,"GNQ",0.916667,9.316667,"Gonzalez Ruibal 2011",384,159
"445","aDRAC","Beta-296117",1940,40,2,NA,"Corisco",NA,NA,NA,NA,"GNQ",0.916667,9.316667,"Gonzalez Ruibal 2011",131,-6
"446","aDRAC","Beta-300121",880,30,2,0,"Dibamba","F. 32 (30-60 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1221,1102
"447","aDRAC","Beta-300122",990,30,2,0,"Dibamba","F. 32 (60-90 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1151,1051
"448","aDRAC","Beta-300123",1810,30,2,0,"Dibamba","F. 73 (150-160 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",321,257
"449","aDRAC","Beta-300124",310,30,2,0,"Dibamba","F. 171 (50-60 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1648,1603
"450","aDRAC","Beta-302753",260,30,2,0,"Dibamba","F. 23 (30-60 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1950,1592
"451","aDRAC","Beta-302754",110,30,2,0,"Dibamba","F. 23 (60-90 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1937,1738
"452","aDRAC","Beta-302755",160,30,2,0,"Dibamba","F. 53 (40-80 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1950,1706
"453","aDRAC","Beta-302756",240,30,2,0,"Dibamba","F. 53 (80-120 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1950,1555
"454","aDRAC","Beta-302757",150,30,2,0,"Dibamba","F. 53 (120-160 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1950,1708
"455","aDRAC","Beta-302758",110,30,2,0,"Dibamba","F. 184 (0-44 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1937,1738
"456","aDRAC","Beta-302759",1040,30,2,0,"Dibamba","F. 193 (40-60 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1031,920
"457","aDRAC","Beta-302760",520,30,2,0,"Dibamba","F. 193 (60-90 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",1441,1344
"458","aDRAC","Beta-302761",0,0,2,0,"Dibamba","F. 131 (130 cm)",NA,NA,NA,"CMR",3.995833,9.8215,"Saulieu et al. 2017",-Inf,Inf
"459","aDRAC","Beta-314122",580,30,2,0,"CZ3",NA,NA,NA,"Charcoal","COD",-5.9785,13.2421,"Hubau et al. 2013; Garcin et al. 2018; Clist 2018: 238 Tab. 18.2",1416,1366
"460","aDRAC","Beta-324743",330,30,2,0,"KS8",NA,NA,NA,NA,"COD",-4.75,13.0089,"Hubau et al. 2013; Garcin et al. 2018",1642,1642
"461","aDRAC","Beta-324744",850,30,2,0,"KS8",NA,NA,NA,NA,"COD",-4.75,13.0089,"Hubau et al. 2013; Garcin et al. 2018",1258,1076
"462","aDRAC","Beta-324745",2360,30,2,0,"KS8",NA,NA,NA,NA,"COD",-4.75,13.0089,"Hubau et al. 2013; Garcin et al. 2018",-383,-530
"463","aDRAC","Beta-324746",6050,30,2,0,"KS8",NA,NA,NA,NA,"COD",-4.75,13.0089,"Hubau et al. 2013; Garcin et al. 2018",-4848,-4881
"464","aDRAC","Beta-324748",2190,30,2,0,"Lukula",NA,NA,NA,NA,"COD",-5.435267,12.961583,"Hubau/Van den Bulcke et al. 2014; Clist 2018: 238 Tab. 18.2",-181,-267
"465","aDRAC","Beta-329503",900,30,2,0,"Lukula",NA,NA,NA,"Elaeis guineensis","COD",-5.435267,12.961583,"Hubau/Van den Bulcke et al. 2014; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3",1209,1111
"466","aDRAC","Beta-329504",1200,30,2,0,"Lukula",NA,NA,NA,"Elaeis guineensis","COD",-5.435267,12.961583,"Hubau/Van den Bulcke et al. 2014; Clist 2018: 238 Tab. 18.2, 239 Tab. 18.3",936,741
"467","aDRAC","Beta-333282",180,30,2,0,"Kindoki","10",NA,NA,"Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1",1950,1695
"468","aDRAC","Beta-333283",340,30,2,0,"Kindoki","Tr sud",NA,"Kindoki","Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3",1639,1639
"469","aDRAC","Beta-333284",310,30,2,0,"Kindoki","Tr sud",NA,"Kindoki","Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3",1648,1603
"470","aDRAC","Beta-333285",190,30,2,0,"Kindoki","9",NA,NA,"Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1",1950,1693
"471","aDRAC","Beta-333286",250,30,2,0,"Kindoki","Tr sud",NA,NA,"Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1",1950,1574
"472","aDRAC","Beta-347644",120,30,2,0,"Ngongo Mbata",NA,NA,NA,NA,"COD",-5.7813,15.1166,"Clist 2018: 238 Tab. 18.1",1938,1763
"473","aDRAC","Beta-347645",0,0,2,0,"Ngongo Mbata Village","Tr1",NA,NA,NA,"COD",-5.7701,15.11,"Clist 2018: 238 Tab. 18.1",-Inf,Inf
"474","aDRAC","Beta-379378",2090,30,2,0,"Ngongo Mbata","Tr61",NA,NA,"Charcoal","COD",-5.7813,15.1166,"Clist 2018: 238 Tab. 18.1",-43,-43
"475","aDRAC","Beta-379379",330,30,2,0,"Ngongo Mbata","Tr65",NA,NA,"Charcoal","COD",-5.7813,15.1166,"Clist 2018: 238 Tab. 18.1",1642,1642
"476","aDRAC","Beta-382528",370,30,2,0,"Kindoki","Tr23/Fosse 7",NA,"Kindoki","Charcoal","COD",-5.07,15.01,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3",1633,1526
"477","aDRAC","Beta-451398",320,30,2,0,"Ngongo Mbata","Tr7",NA,NA,"Charcoal","COD",-5.7813,15.1166,"Clist 2018: 238 Tab. 18.1",1645,1604
"478","aDRAC","Beta-451399",160,30,2,0,"Ngongo Mbata","Tr83",NA,NA,"Charcoal","COD",-5.7813,15.1166,"Clist 2018: 238 Tab. 18.1",1950,1706
"479","aDRAC","Beta-471016",370,30,2,0,"Kingoyi","MKU3b 14/15",NA,"Moubiri",NA,"COG",-4.295335,14.328974,"Nikis 2018/2: 47",1633,1526
"480","aDRAC","Beta-471017",820,30,2,0,"Mamfulu b","MAFb-14/15",NA,"Mindouli",NA,"COG",-4.298095,14.326289,"Nikis 2018/2: 141",1263,1263
"481","aDRAC","Beta-471018",1010,30,2,0,"Kilodia","KDI-15/1",NA,NA,NA,"COG",-4.292464,14.360535,"Nikis 2018/2: 35",1148,1046
"482","aDRAC","Beta-471019",1110,30,2,0,"Kilodia","KDI-15/2",NA,NA,NA,"COG",-4.292464,14.360535,"Nikis 2018/2: 35",1011,997
"483","aDRAC","BM-2425",4180,160,2,0,"Mbi Crater",NA,NA,NA,NA,"CMR",6.050191,10.203466,"Asombang 1998; Garcin et al. 2018",-2298,-3216
"484","aDRAC","BM-2426",2770,120,2,0,"Mbi Crater",NA,NA,NA,NA,"CMR",6.050191,10.203466,"Asombang 1998; Garcin et al. 2018",-569,-1364
"485","aDRAC","BM-2495",40,40,2,0,"Shum Laka",NA,NA,NA,NA,"CMR",5.858611,10.077778,"Lavachery/Cornelissen 2000",-Inf,Inf
"486","aDRAC","BM-2496",6360,100,2,0,"Shum Laka",NA,NA,NA,NA,"CMR",5.858611,10.077778,"Asombang 1988",-5062,-5196
"487","aDRAC","Bon-599",1640,520,2,0,"Bras mort Ogooue",NA,NA,NA,"Peat","GAB",0.66667,12.83333,"Clist 2004/05",1390,1318
"488","aDRAC","C-580",11188,490,2,0,"Mufo",NA,"Tshitolian/Lupemban",NA,NA,"AGO",-7.516667,21.416667,"Cahen/Moeyersons 1977: 813 Tab. 1; de Maret/van Noten/Cahen 1977; Cahen et al. 1983: 447 Tab. 2",-9553,-9656
"489","aDRAC","C-581",14483,560,2,0,"Mufo",NA,"Upper Lupemban",NA,NA,"AGO",-7.516667,21.416667,"Cahen/Moeyersons 1977: 813 Tab. 1; de Maret/van Noten/Cahen 1977; Cahen et al. 1983: 447 Tab. 2",-14116,-14116
"490","aDRAC","Crg-862",570,50,2,0,"Tsabouka",NA,NA,NA,NA,"COG",-4.26083,14.42806,"Pincon 1991",1430,1374
"491","aDRAC","Crg-863",570,50,2,0,"Tsabouka",NA,NA,NA,NA,"COG",-4.26083,14.42806,"Dupre/Pincon 1997",1430,1374
"492","aDRAC","Crg-865",750,70,2,0,"Tsabouka",NA,NA,NA,NA,"COG",-4.26083,14.42806,"Pincon 1991",1395,1078
"493","aDRAC","CSIC-96",1170,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",1025,1025
"494","aDRAC","CSIC-97",470,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",1641,1373
"495","aDRAC","CSIC-99",1250,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",989,989
"496","aDRAC","CSIC-100",1300,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",968,909
"497","aDRAC","CSIC-102",1390,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",871,779
"498","aDRAC","CSIC-103",1360,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",935,493
"499","aDRAC","CSIC-129",1290,100,2,NA,"Carboneras",NA,NA,NA,NA,"GNQ",3.75,8.75,"Clist 1998;  Garcin et al. 2018",972,972
"500","aDRAC","D-AMS-27051",170,21,2,0,"Carrieres","CA2",NA,NA,NA,"CAF",3.7745,17.5035,"Schmitt et al. 2019: 63 Tab. 1",1950,1692
"501","aDRAC","D-AMS-27052",101,21,2,0,"Carrieres","CA3",NA,NA,NA,"CAF",3.7731,17.5051,"Schmitt et al. 2019: 63 Tab. 1",1924,1728
"502","aDRAC","D-AMS-27053",225,23,2,0,"Lebe","LE1",NA,NA,NA,"CAF",3.7621,17.5145,"Schmitt et al. 2019: 63 Tab. 1",1950,1678
"503","aDRAC","D-AMS-27054",1898,27,2,0,"Lebe","LE2",NA,NA,NA,"CAF",3.7634,17.5155,"Schmitt et al. 2019: 63 Tab. 1",209,149
"504","aDRAC","D-AMS-27055",348,25,2,0,"Lebe","LE3",NA,NA,NA,"CAF",3.7652,17.5144,"Schmitt et al. 2019: 63 Tab. 1",1634,1529
"505","aDRAC","D-AMS-27056",347,23,2,0,"Lebe","LE3",NA,NA,NA,"CAF",3.7652,17.5144,"Schmitt et al. 2019: 63 Tab. 1",1634,1529
"506","aDRAC","D-AMS-27057",782,22,2,0,"Lebe","LE4",NA,NA,NA,"CAF",3.7897,17.5121,"Schmitt et al. 2019: 63 Tab. 1",1272,1272
"507","aDRAC","D-AMS-27058",356,24,2,0,"Lebe","LE5",NA,NA,NA,"CAF",3.7645,17.5148,"Schmitt et al. 2019: 63 Tab. 1",1633,1527
"508","aDRAC","D-AMS-27059",252,23,2,0,"Lebe","LE5",NA,NA,NA,"CAF",3.7645,17.5148,"Schmitt et al. 2019: 63 Tab. 1",1950,1544
"509","aDRAC","D-AMS-27060",246,23,2,0,"Lebe","LE6",NA,NA,NA,"CAF",3.7635,17.5146,"Schmitt et al. 2019: 63 Tab. 1",1950,1538
"510","aDRAC","D-AMS-27061",102,24,2,0,"Lebe","LE7",NA,NA,NA,"CAF",3.7612,17.5151,"Schmitt et al. 2019: 63 Tab. 1",1926,1730
"511","aDRAC","D-AMS-27062",1144,27,2,0,"Moloukou","MO7",NA,NA,NA,"CAF",3.7403,17.5185,"Schmitt et al. 2019: 63 Tab. 1",974,792
"512","aDRAC","D-AMS-27063",1146,26,2,0,"Moloukou","MO9",NA,NA,NA,"CAF",3.7382,17.5067,"Schmitt et al. 2019: 63 Tab. 1",973,792
"513","aDRAC","D-AMS-27064",1875,27,2,0,"Moloukou","MO9",NA,NA,NA,"CAF",3.7382,17.5067,"Schmitt et al. 2019: 63 Tab. 1",216,216
"514","aDRAC","D-AMS-27065",175,23,2,0,"Moloukou","MO6",NA,NA,NA,"CAF",3.7388,17.5155,"Schmitt et al. 2019: 63 Tab. 1",1950,1691
"515","aDRAC","D-AMS-27066",1907,34,2,0,"Moloukou","MO8",NA,NA,NA,"CAF",3.7381,17.5082,"Schmitt et al. 2019: 63 Tab. 1",211,175
"516","aDRAC","D-AMS-27780",1508,23,2,0,"Moloukou","MO11",NA,NA,NA,"CAF",3.726,17.5059,"Schmitt et al. 2019: 63 Tab. 1",609,447
"517","aDRAC","D-AMS-27781",326,23,2,0,"Lebe","LE5",NA,NA,NA,"CAF",3.7645,17.5148,"Schmitt et al. 2019: 63 Tab. 1",1641,1603
"518","aDRAC","D-AMS-27782",325,23,2,0,"Lebe","LE2",NA,NA,NA,"CAF",3.7634,17.5155,"Schmitt et al. 2019: 63 Tab. 1",1641,1603
"519","aDRAC","Erl-12252",270,40,2,0,"Bagofit",NA,NA,NA,NA,"CMR",3.3921,13.8554,"Meyer et al. 2009; Garcin et al. 2018",1950,1603
"520","aDRAC","Erl-12253",1920,40,2,NA,"Bagofit",NA,NA,NA,NA,"CMR",3.3921,13.8554,"Meyer et al. 2009; Garcin et al. 2018",212,-13
"521","aDRAC","Erl-12254",2560,40,2,NA,"Bagofit",NA,NA,NA,NA,"CMR",3.3921,13.8554,"Meyer et al. 2009; Garcin et al. 2018",-544,-731
"522","aDRAC","Erl-12255",2180,40,2,NA,"Mintyaminyoumin","MNT 08/2",NA,NA,NA,"CMR",3.02,12.025,"Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018",-113,-154
"523","aDRAC","Erl-12256",2210,40,2,NA,"Mintyaminyoumin","MNT 08/2",NA,NA,NA,"CMR",3.02,12.025,"Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018",-185,-191
"524","aDRAC","Erl-12257",1760,40,2,NA,"Mampang","MPG 08/6",NA,NA,NA,"CMR",3.5824,13.1238,"Meyer et al. 2009; Garcin et al. 2018",384,159
"525","aDRAC","Erl-12258",1760,40,2,NA,"Mampang","MPG 08/8",NA,NA,NA,"CMR",3.5824,13.1238,"Meyer et al. 2009; Garcin et al. 2018",384,159
"526","aDRAC","Erl-12259",1886,38,2,NA,"Nkpwala-Esse",NA,NA,NA,"Charcoal","CMR",2.969667,12.068833,"Meyer et al. 2009",230,230
"527","aDRAC","Erl-12260",1896,38,2,NA,"Nkpwala-Esse",NA,NA,NA,"Elaeis guineensis","CMR",2.969667,12.068833,"Meyer et al. 2009",220,40
"528","aDRAC","Erl-12261",1905,39,2,NA,"Nkpwala-Esse",NA,NA,NA,"Charcoal","CMR",2.969667,12.068833,"Meyer et al. 2009",215,215
"529","aDRAC","Erl-12262",1953,38,2,NA,"Nkpwala-Esse",NA,NA,NA,"Charcoal","CMR",2.969667,12.068833,"Meyer et al. 2009",125,-7
"530","aDRAC","Erl-12263",1933,39,2,NA,"Nkpwala-Esse",NA,NA,NA,"Charcoal","CMR",2.969667,12.068833,"Meyer et al. 2009",200,137
"531","aDRAC","Erl-12264",1960,39,2,NA,"Mouanko-Lobethal","LBT 99/2",NA,"Campo","Charcoal","CMR",3.641726,9.781966,"Meister 2010: 241; Eggert/Seidensticker 2016:81 Tab. 4.2",124,91
"532","aDRAC","Erl-14116",831,46,2,NA,"Mouanko-Lobethal","LBT 98/9",NA,NA,"Charcoal","CMR",3.641726,9.781966,"Eggert/Seidensticker 2016:81 Tab. 4.2",1275,1085
"533","aDRAC","Erl-14118",2300,50,2,NA,"Mintyaminyoumin","MNT 08/1",NA,NA,NA,"CMR",3.02,12.025,"Kahlheber et al. 2014: 500 Tab. 4; Garcin et al. 2018",-203,-339
"534","aDRAC","Erl-17763",2201,52,2,NA,"Boso-Njafo","BSN 85/1",NA,"Imbonga","Pennisetum glaucum","COD",1.130547,19.209599,"Kahlheber et al. 2014: 500 Tab. 4",-114,-156
"535","aDRAC","Erl-9176",2326,86,2,0,"Bwambé-Sommet (Est)","BWS 04/2 (F33)",NA,"Bissiang/Malongo; Bwambé/Mpoengu","Pennisetum glaucum","CMR",2.893551,9.903519,"Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:79 Tab. 4.2",-195,-679
"536","aDRAC","Erl-9177",2305,44,2,0,"Bwambé-Sommet (Est)","BWS 04/2 (F33)",NA,"Bissiang/Malongo; Bwambé/Mpoengu","Elaeis guineensis","CMR",2.893551,9.903519,"Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:79 Tab. 4.2",-207,-441
"537","aDRAC","Gif A-95561",10320,110,2,0,"Lope 2",NA,NA,NA,"Charcoal","GAB",-0.218056,11.5875,"Clist 2004/05",-9770,-9798
"538","aDRAC","Gif A-99340",2390,70,2,0,"Lope 6",NA,NA,NA,"Charcoal","GAB",-0.2083,11.5944,"Clist 2004/05",-368,-368
"539","aDRAC","Gif A-99396",2330,60,2,0,"Riviere Denis","2",NA,NA,"Charcoal","GAB",0.322222,9.347778,"Clist 2004/05",-204,-686
"540","aDRAC","Gif A-99397",7120,80,2,0,"Riviere Denis","1",NA,NA,"Charcoal","GAB",0.322222,9.347778,"Assoko Ndong 2001; Clist 2004/05; Garcin et al. 2018",-5814,-6136
"541","aDRAC","Gif A-99524",1960,60,2,0,"Maboue 1",NA,NA,NA,"Charcoal","GAB",-0.143611,11.526111,"Clist 2004/05",213,179
"542","aDRAC","Gif-?",2205,45,2,0,"Lope 2",NA,NA,NA,"Charcoal","GAB",-0.218056,11.5875,"Clist 2004/05",-170,-170
"543","aDRAC","Gif-?",1280,80,2,NA,"Bankouop",NA,NA,NA,NA,"CMR",5.6333,10.5833,"Holl 1991; Garcin et al. 2018",951,900
"544","aDRAC","Gif-1636",7440,170,2,0,"Beforo",NA,NA,NA,NA,"CAF",5.57,15.35,"de Bayle des Hermens 1975; van Noten 1982",-5990,-6617
"545","aDRAC","Gif-1637",1920,100,2,0,"Tia 1",NA,NA,NA,NA,"CAF",5.85,15.5,"de Bayle des Hermens 1975: van Noten 1982",332,332
"546","aDRAC","Gif-1642",7670,80,2,NA,"Lope 2",NA,NA,NA,NA,"GAB",-0.218056,11.5875,"Assoko Ndong 2001; Garcin et al. 2018",-6396,-6396
"547","aDRAC","Gif-1688",1310,100,2,0,"Biala",NA,NA,NA,NA,"COG",-3.866667,13.25,"Kouyoumontzakis u.a. 1985",967,906
"548","aDRAC","Gif-1887",2560,110,2,0,"Be Yole",NA,NA,NA,NA,"CAF",5.9,15.6,"de Bayle des Hermens 1975; van Noten 1982",-403,-403
"549","aDRAC","Gif-1888",2200,110,2,0,"Be Yole",NA,NA,NA,NA,"CAF",5.9,15.6,"de Bayle des Hermens 1975; van Noten 1982",52,-530
"550","aDRAC","Gif-1889",2400,100,2,0,"Zupaya",NA,NA,NA,NA,"CAF",5.58,15.34,"de Bayle des Hermens 1975; van Noten 1982",-215,-353
"551","aDRAC","Gif-1890",6700,140,2,0,"Zupaya",NA,NA,NA,NA,"CAF",5.58,15.34,"de Bayle des Hermens 1975; van Noten 1982",-5372,-5372
"552","aDRAC","Gif-1914",6600,130,2,0,"Moussanda",NA,"Tshitolian",NA,NA,"COG",-4.016667,13.933333,"Kouyoumontzakis u.a. 1985",-5307,-5307
"553","aDRAC","Gif-2202",8550,200,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-7090,-7140
"554","aDRAC","Gif-2203",8920,200,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-7586,-7586
"555","aDRAC","Gif-2204",7650,180,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-6107,-6205
"556","aDRAC","Gif-2205",7200,180,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-5737,-5737
"557","aDRAC","Gif-2206",3860,130,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-1938,-2845
"558","aDRAC","Gif-2207",7650,180,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-6107,-6205
"559","aDRAC","Gif-2208",8200,190,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-6684,-6684
"560","aDRAC","Gif-2209",4920,140,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-3370,-4030
"561","aDRAC","Gif-2210",0,0,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-Inf,Inf
"562","aDRAC","Gif-2211",800,90,2,0,"Côte Sauvage",NA,NA,NA,NA,"COG",-4.916667,11.948611,"Kouyoumontzakis u.a. 1985",1386,1309
"563","aDRAC","Gif-2212",0,0,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"van Noten 1982",-Inf,Inf
"564","aDRAC","Gif-2223",1850,100,2,0,"Kamoa",NA,NA,NA,NA,"COD",-10.35,25.15,"van Noten 1982",403,403
"565","aDRAC","Gif-2224",1850,100,2,0,"Kamoa",NA,NA,NA,NA,"COD",-10.35,25.15,"van Noten 1982",403,403
"566","aDRAC","Gif-2225",3750,110,2,0,"Kamoa",NA,NA,NA,NA,"COD",-10.35,25.15,"van Noten 1982",-1883,-1883
"567","aDRAC","Gif-2228",1850,100,2,0,"Kamoa",NA,NA,NA,NA,"COD",-10.35,25.15,"van Noten 1982",403,403
"568","aDRAC","Gif-2294",0,0,2,0,"Ruzizi",NA,NA,NA,NA,"RWA",-2.494502,28.892014,"van Noten 1982",-Inf,Inf
"569","aDRAC","Gif-2295",250,90,2,0,"Gaseke",NA,NA,NA,NA,"RWA",-1.767514,29.550644,"van Noten 1982",1950,1707
"570","aDRAC","Gif-2673",190,90,2,0,"Betume",NA,NA,NA,NA,"CAF",6.2,15.2,"van Noten 1982",1950,1597
"571","aDRAC","Gif-2914",1230,90,2,0,"Cap Lopez",NA,NA,NA,"Shell (River/Ocean)","GAB",-0.772646,8.781164,"Clist 2004/05",983,983
"572","aDRAC","Gif-2948",1890,90,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"Kouyoumontzakis u.a. 1985",376,346
"573","aDRAC","Gif-3449",520,80,2,0,"Loango",NA,NA,NA,NA,"COG",-4.65,11.790278,"Kouyoumontzakis u.a. 1985",1619,1520
"574","aDRAC","Gif-3450",2910,110,2,0,"Point-Noire",NA,NA,NA,NA,"COG",-4.75,11.85,"Kouyoumontzakis u.a. 1985",-843,-1332
