"id","name","st_x","st_y"
1495,"Ayeme 1",9.736935,0.204949
1548,"Kango 2",10.12,0.1575
1232,"Okanda 4",11.506944,-0.108333
1177,"Corisco",9.316667,0.916667
1231,"Okanda 2",11.575,-0.119444
1187,"Fundong",10.283333,6.383333
1591,"Mina, Leconi",14.25905,-1.58431
1348,"Boenjola-Ekendambolo",19.960904,-1.106327
1367,"Nkuse",20.011387,-0.395383
1402,"Balombi",22.010926,-0.544281
1403,"Wete",22.266458,-0.598314
1429,"Ntomba",19.56405,0.407312
1449,"Bonkelo",20.076949,1.09655
1457,"Bekako",21.165035,0.299678
1462,"Lifoso",21.537251,0.149225
1473,"Boyela",20.341824,1.331587
1275,"Ngoko Fkm 17 (Elali)",15.997858,1.762354
1268,"Imese",18.105096,2.116407
1577,"Mampang",13.179139,4.004444
1654,"Rivière Denis 2",9.350739,0.321348
1626,"Nkol Ogoum 2",9.497858,0.447345
1607,"Mouanko-Epolo",9.799406,3.645092
1332,"Boloka",19.583081,-0.737729
1363,"Balolombo",19.628423,-0.265445
1374,"Eanja Isongo Besombo",20.067869,-0.624364
1375,"Enaja Bonanga Wa Liko",20.086421,-0.6498
1388,"Bofoy Bokangansoso",20.779496,-0.349533
1389,"Ekoli-Bokungu",20.863612,-0.272912
1392,"Balinga-Bokanda",21.130587,-0.305301
1404,"Bokungu",22.307464,-0.616014
1433,"Mobele",18.383749,0.637147
1438,"Ilebo",18.79488,0.982023
1349,"Waka",20.211236,1.003458
1535,"Ezezang",11.498476,4.025863
1247,"Shum Laka",10.077778,5.858611
1316,"Basango",18.725124,-0.103737
1341,"Momboyo II",19.775471,-0.804244
1431,"Balangala",19.788663,0.4187
1469,"Eleke",19.851123,1.281146
1292,"Olombo",15.9,-1.266667
1220,"Ndjolé Pk 5",10.716667,-0.133333
1234,"Okanda 6",11.568611,-0.1175
1499,"Baia Farta",13.2,-12.683333
1842,"Ngweu",11.35586,5.597071
1858,"Pong Solo",11.28333,4.11667
1609,"Mpassa",14.266667,-4.3
1599,"Moanda 2",13.228192,-1.557111
1770,"Sangha Fkm 597",16.190159,2.224837
1254,"Boulou",15.72324,2.16141
1502,"Bécaré II",16.040565,3.525773
1696,"Eyo",18.48,3.66
1646,"Pangar",13.715291,5.641054
1676,"Zili",11.984775,4.488373
1620,"Ndokoa",11.860436,4.436032
1661,"Sokorta Manga",14.83176,7.133633
1697,"Bobélé 2",18.38,4.03
1660,"Sangmelima",11.985556,2.939444
1595,"Mintyaminyoumin",12.020889,3.00025
1625,"Ngoumou",11.320731,3.601958
1630,"Obokoue",11.351564,3.647211
1759,"Bertoua",13.617778,4.485556
1887,"Ndama",14.46439,3.64069
1636,"Ongot",11.377713,3.851445
1907,"Ngombe",16.15444,1.43333
1803,"Moussia",14.361944,-3.866111
1643,"Ozom",11.4172,3.914425
1590,"Mimongo",10.454202,-0.916929
1930,"Djembe",16.066667,2.183333
1700,"Gbadolite",21.00284,4.279
1774,"Mpoyo",15.898611,3.448889
1892,"Mbol",14.98333,3.5
1909,"Ilamba 2",16.767443,1.207868
1838,"Kong",12,5.69
1839,"Ngoume PK 36",11.4,5.48333
1833,"Boussibilinga 1",10.011822,2.745
1837,"Mimboman",11.533333,3.85
1900,"Lopola",17.30417,3.04333
1910,"Liouesso",15.69167,1.05278
1903,"Mambili River",15.43854,0.35156
1899,"Ebaleki River",17.503237,3.138081
1904,"Kabo",16.08194,2.03056
1913,"Pokola 2",16.31833,1.405
1925,"Bolo Bai",15.716667,2.166667
1927,"Tanga 2",16.05,3.516667
1928,"Kaolo 2",15.95,3.45
1921,"Kokobuma 1",9.655,5.419722
1920,"Ewani 1",9.443611,5.213889
1922,"Ewani 6",9.429167,5.193889
1919,"Ewani 7",9.408333,5.196389
1923,"Bandewouri 1",10.181206,3.058142
1794,"Lukula",12.961583,-5.435267
1831,"Ngotto (Pos C)",17.308372,4.002085
1893,"Makalaya",14.043065,3.268878
1777,"Gongu<U+FFFD><U+FFFD> PK 14",15.976667,3.461944
1701,"Île des Mimosas",15.227313,-4.328826
1768,"Kongo dia Vanga",13.699803,-5.768174
1765,"Kay Ladio",14.0075,-5.128462
1727,"Kinshasa-Lemba",15.318889,-4.396111
1741,"Cangalonge",13.464792,-15.270437
1796,"Makuti",14.331579,-4.294203
1703,"Kinshasa-Njili",15.377508,-4.408902
1764,"Garoua",13.614722,9.447222
1719,"Nkondo",12.966667,-4.916667
1756,"Abong Mbang",13.1775,3.986111
1766,"Bangu",14.446232,-5.544972
1783,"Mab<U+FFFD><U+FFFD>mba",15.943889,3.327778
1786,"Monmboundja",15.932778,3.562222
1787,"Île Mapa",15.932778,3.575833
1788,"Mossipa",15.931111,3.608611
1762,"Bafoussam",10.316667,5.545278
1755,"Edea",10.114167,3.820556
1753,"Bidjoka",10.612778,3.680278
1757,"Eseke",10.820576,3.573042
1761,"Ebolowa",11.244444,2.9
1767,"Kwimba",14.877041,-5.635787
1735,"Benfica",13.190891,-8.95796
1747,"Dundo",20.818492,-7.400728
1702,"Kinshasa-Kalina",15.282501,-4.364819
1738,"Calunda",23.46373,-12.13008
1784,"Abogui",15.758889,3.387778
1851,"Fignou 1",11.975951,-4.524123
1804,"Emmanuelle",13.016667,-4.216667
1898,"Potoli River",16.652904,3.394359
1785,"Bandja",15.983611,3.561389
1724,"Kingabwa",15.342473,-4.333154
1778,"Gongu<U+FFFD><U+FFFD> PK 10<U+FFFD><U+FFFD><U+FFFD>13",15.981944,3.458333
1771,"Tama",15.77,3.387778
1772,"Bikoula",15.826167,3.433056
1773,"Bilolo",15.864167,3.431111
1779,"Gongu<U+FFFD><U+FFFD> PK 9",15.990833,3.46
1781,"Gongu<U+FFFD><U+FFFD> PK 7",16.003611,3.467222
1754,"Lobe",9.902146,2.866258
1732,"Funa (Île de la Funa)",15.34503,-4.31915
1782,"M<U+FFFD><U+FFFD>kabo",15.945556,3.327778
1722,"Lovo",14.45542,-5.73303
1763,"Bafounda",10.326944,5.543333
1715,"Liavela",15.366667,-14.966667
1739,"Camissombo",20.657119,-8.156123
1780,"Gongu<U+FFFD><U+FFFD> PK 8",16,3.46
1789,"Komassa",15.873056,3.655556
1758,"Omong",10.897893,3.88372
1760,"Ngamboula",13.833333,4.5625
1776,"Mbiali",15.958333,3.483611
1775,"Bindjo",15.945556,3.458333
1924,"Akok Benyat 2",10.070991,2.395945
1934,"Sumbi",13.25615,-4.98562
1799,"Mindoundou",14.305183,-4.305833
2249,"Otoumbi 15",11.119111,-0.077763
1862,"Obelango",15.46306,-1.26556
1853,"Lac Ndembo",11.653141,-4.354739
1846,"Lamba",11.60855,-4.372503
1798,"Travers-bancs",14.3455,-4.27945
1819,"Nakatou",21.735,4.563333
1875,"Vafio",18.40859,7.40714
1874,"Bouri",18.27725,7.12755
1877,"Té Ndongué",18,5.716667
1876,"Ouassi",18.28206,7.13408
1872,"Djambala",14.75333,-2.54472
1935,"Kibula",14.06448,-5.18092
1797,"Nkabi",14.39635,-4.25235
1863,"Bime (Kibouende)",15.18083,-4.15556
1870,"Mont Barnier",15.20028,-4.18639
1871,"Ngidi",15.08333,-4.06667
1848,"BP 113",11.589602,-4.356518
1845,"Gray Sands",11.657321,-4.393342
1836,"Mboma",13.347222,-1.708333
1865,"Ioni Falaise",15.64972,-3.06778
1864,"Ntsimou",15.20667,-3.56528
1860,"Mafamba",16.183333,-3.366667
1850,"Kayes",11.700437,-4.419925
1867,"Impe",15.26972,-2.72917
1800,"Kikampa",14.315967,-4.247967
1869,"Itebe",14.14528,-2.98778
1801,"Nsabouka",14.4357,-4.260217
1859,"Konga",12.792931,-2.329465
1856,"Nguila",11.68333,4.71667
1888,"Mindourou 1",13.40392,3.55745
1861,"Masamasa II",14.88417,-3.87806
1805,"Boukoualou",13.133333,-4.35
1866,"Moubiri",13.74972,-3.87278
1808,"Dalakéré II",21.666667,5.476389
1809,"Réou IV",21.7425,5.514167
1810,"Ngoulinga",21.443333,5.2425
1868,"Tsabouka",14.42806,-4.26083
1806,"Mokeko",15.94111,1.56333
1929,"Yengo",15.41275,0.40898
1830,"Boua (Pos B)",17.042457,4.079858
1835,"Awoungou",9.447148,0.395391
1931,"Oumoundo 2",11.5,0
1834,"Angondje",9.397778,0.524167
1894,"Messok 1",14.06357,3.0847
1926,"Ngoko Island",15.59679,1.945578
1905,"Ndoki River",16.262977,2.147839
1897,"Boulou River",15.78333,1.91667
1906,"Mokobo",16.618395,1.870561
1828,"Zigo",21.4,4.43
1818,"Dimbi",21.74,4.558333
1823,"Mbalaki",21.841667,4.56
1827,"Toga",21.933333,4.403333
1824,"Koyassi",21.92,4.560556
1815,"Woulou",21.672222,5.2625
1817,"Mbali",21.8025,5.5125
1816,"Mbédéba",21.740833,5.508889
1814,"Tchala",21.450833,5.255278
1812,"Gonda",21.3675,5.219167
1811,"Gbotolo",21.333333,5.208889
1841,"Mbirijom II",11.339814,6.356946
1826,"Kotto/Oubangui",21.161667,4.293333
1820,"Gbaloba",21.736667,4.565
1822,"Kembe",21.925,4.56
1914,"Djaka River",16.43556,1.6575
1825,"Chutes de Kembe",21.941667,4.563333
1911,"Komo River",17.06667,1.45
1936,"Mongo",14.59619,-5.61602
1918,"Nfeitok 1",9.366884,5.566258
1917,"Akak 1",9.3675,5.505278
1857,"Elig-Kono",11.45,4.15
1852,"Lac Tchitembo",11.38548,-4.177808
1813,"Ngoukada",21.39,5.182778
1916,"Ewani 9",9.450833,5.220833
1915,"Mameli 1",9.333889,5.154444
1932,"Bidou 1",10.082725,3.030839
1844,"Tchissanga",11.798009,-4.538866
1847,"Mvindou",11.95184,-4.472135
1901,"Loundoungou",17.182592,2.635745
2392,"P01",17.329904,4.042572
1962,"Yaekela",24.29433,0.80317
1933,"Kribi-Mpolongwe",9.912222,2.930278
2251,"Lowé",9.505588,0.29663
2137,"Mashita Mbanza",18.884543,-5.645946
2247,"Franceville",13.546658,-1.614776
2255,"Rivière Ogolo 1",9.342931,0.306929
2393,"P02",17.318145,4.033325
2394,"Z02",17.070737,4.075186
2395,"Z13",17.071317,4.072826
2396,"Z05",17.071016,4.069787
2252,"Bikélé, Cocobeach",9.560187,0.940662
1957,"Baombi II",25.160636,0.656695
1959,"Yantshambi II",24.218398,0.725544
1963,"Yangambi ",24.43973,0.76755
1961,"Moenge",22.8649,2.0501
2246,"Mukambo",16.976688,-5.022216
